厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED09-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED09-PC4,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED09-PC5,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED11-PC1,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED11-PC2,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED11-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED12-PC3,
Array,下电极,DET,PV/Buffer,PV/Buffer DET,160000sheet,1D500,3AED12-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC2,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC4,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED09-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC2,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED11-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED12-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1J500,3AED12-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC2,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC4,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED09-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC2,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED11-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED12-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1L500,3AED12-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC2,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC3,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC4,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED09-PC5,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED11-PC1,
Array,陶瓷,DET,PV/Buffer,PV/Buffer DET,15000sheet,1H500,3AED11-PC2,
